HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,Year,FTR1,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Everton,Leicester,22-02-2015,2,2,NH,2015,D,1.038461538,0.653846154,L,D,W,L,L,L,-0.153846154,-0.692307692,0.115384615,-13
Southampton,Liverpool,22-02-2015,0,2,NH,2015,H,1.769230769,1.615384615,D,W,L,W,D,W,0.807692308,0.269230769,-0.115384615,6
Tottenham,West Ham,22-02-2015,2,2,NH,2015,D,1.653846154,1.461538462,L,W,W,D,D,L,0.192307692,0.307692308,0.115384615,-7
Burnley,Swansea,28-02-2015,0,1,NH,2015,A,0.814814815,1.37037037,D,L,D,W,L,D,-0.703703704,-0.148148148,-0.185185185,6
Man United,Sunderland,28-02-2015,2,0,H,2015,H,1.740740741,0.925925926,L,W,D,D,L,D,0.666666667,-0.518518519,0.185185185,-7
Newcastle,Aston Villa,28-02-2015,1,0,H,2015,D,1.185185185,0.814814815,L,D,D,L,L,L,-0.407407407,-0.851851852,0.185185185,-5
Stoke,Hull,28-02-2015,1,0,H,2015,H,1.333333333,0.962962963,W,L,D,W,W,D,-0.148148148,-0.37037037,0.111111111,-7
West Brom,Southampton,28-02-2015,1,0,H,2015,D,1,1.703703704,D,W,D,L,D,W,-0.37037037,0.703703704,-0.037037037,9
West Ham,Crystal Palace,28-02-2015,1,3,NH,2015,A,1.444444444,1,D,D,D,L,D,W,0.296296296,-0.333333333,-0.037037037,2
Arsenal,Everton,01-03-2015,2,0,H,2015,D,1.777777778,1.037037037,W,W,L,D,L,D,0.740740741,-0.148148148,0.222222222,-1
Liverpool,Man City,01-03-2015,2,1,H,2015,H,1.666666667,2.037037037,W,W,D,W,W,D,0.333333333,1.148148148,0.185185185,1
Aston Villa,West Brom,03-03-2015,2,1,H,2015,H,0.814814815,1,L,L,L,D,W,D,-0.851851852,-0.37037037,-0.222222222,-2
Hull,Sunderland,03-03-2015,1,1,NH,2015,H,0.962962963,0.925925926,W,W,D,D,L,D,-0.37037037,-0.518518519,0.074074074,2
Southampton,Crystal Palace,03-03-2015,1,0,H,2015,A,1.642857143,1.071428571,L,L,D,W,L,D,0.642857143,-0.25,-0.107142857,-3
Liverpool,Burnley,04-03-2015,2,0,H,2015,A,1.714285714,0.785714286,W,W,W,L,D,L,0.357142857,-0.714285714,0.392857143,-16
Man City,Leicester,04-03-2015,2,0,H,2015,A,1.964285714,0.642857143,L,W,W,L,D,L,1.071428571,-0.714285714,0.25,-17
Newcastle,Man United,04-03-2015,0,1,NH,2015,H,1.25,1.785714286,W,L,D,W,L,W,-0.357142857,0.714285714,-0.071428571,3
QPR,Arsenal,04-03-2015,1,2,NH,2015,H,0.785714286,1.821428571,L,L,W,W,W,W,-0.678571429,0.785714286,-0.321428571,14
Stoke,Everton,04-03-2015,2,0,H,2015,D,1.392857143,1,W,W,L,L,D,L,-0.107142857,-0.214285714,0.178571429,4
Tottenham,Swansea,04-03-2015,3,2,H,2015,H,1.678571429,1.428571429,W,D,L,W,W,L,0.214285714,-0.107142857,0,-6
West Ham,Chelsea,04-03-2015,0,1,NH,2015,D,1.392857143,2.25,L,D,D,W,D,W,0.214285714,1.25,-0.285714286,10
QPR,Tottenham,07-03-2015,1,2,NH,2015,D,0.785714286,1.678571429,L,L,W,W,D,L,-0.678571429,0.214285714,-0.25,12
Arsenal,West Ham,14-03-2015,3,0,H,2015,H,1.821428571,1.392857143,W,W,W,L,D,D,0.785714286,0.214285714,0.321428571,-9
Burnley,Man City,14-03-2015,1,0,H,2015,A,0.75862069,2,L,L,D,W,L,W,-0.75862069,1.103448276,-0.275862069,17
Crystal Palace,QPR,14-03-2015,3,1,H,2015,D,1.034482759,0.75862069,L,W,L,L,L,L,-0.275862069,-0.689655172,0.137931034,-7
Leicester,Hull,14-03-2015,0,0,NH,2015,H,0.655172414,0.931034483,D,L,D,D,L,W,-0.689655172,-0.379310345,-0.206896552,2
Sunderland,Aston Villa,14-03-2015,0,4,NH,2015,D,0.896551724,0.862068966,D,L,D,W,L,L,-0.551724138,-0.793103448,0,-1
West Brom,Stoke,14-03-2015,1,0,H,2015,A,1.034482759,1.448275862,L,W,D,W,W,W,-0.344827586,-0.034482759,-0.068965517,8
Chelsea,Southampton,15-03-2015,1,1,NH,2015,H,2.206896552,1.689655172,D,W,D,W,L,L,1.206896552,0.655172414,0.137931034,-5
Everton,Newcastle,15-03-2015,3,0,H,2015,D,0.965517241,1.206896552,L,L,D,L,W,L,-0.275862069,-0.379310345,-0.103448276,-5
Man United,Tottenham,15-03-2015,3,0,H,2015,A,1.827586207,1.724137931,W,W,L,W,W,D,0.724137931,0.24137931,0,1
Swansea,Liverpool,16-03-2015,0,1,NH,2015,A,1.379310345,1.75862069,L,W,W,W,W,W,-0.137931034,0.413793103,-0.206896552,10
Aston Villa,Swansea,21-03-2015,0,1,NH,2015,H,0.862068966,1.379310345,W,L,L,L,W,W,-0.793103448,-0.137931034,-0.137931034,3
Man City,West Brom,21-03-2015,3,0,H,2015,A,1.933333333,1.1,L,W,L,W,L,W,1.033333333,-0.3,-0.033333333,-16
Newcastle,Arsenal,21-03-2015,1,2,NH,2015,H,1.166666667,1.9,L,L,W,W,W,W,-0.466666667,0.866666667,-0.366666667,6
Southampton,Burnley,21-03-2015,2,0,H,2015,H,1.666666667,0.833333333,D,W,L,W,L,L,0.633333333,-0.7,0.033333333,-10
Stoke,Crystal Palace,21-03-2015,1,2,NH,2015,A,1.4,1.1,L,W,W,W,L,W,-0.066666667,-0.2,0.066666667,-2
Tottenham,Leicester,21-03-2015,4,3,H,2015,D,1.666666667,0.633333333,L,W,W,L,D,L,0.133333333,-0.7,0.166666667,-12
West Ham,Sunderland,21-03-2015,1,0,H,2015,D,1.3,0.866666667,L,L,L,L,D,L,0.066666667,-0.666666667,0,-1
Hull,Chelsea,22-03-2015,2,3,NH,2015,H,0.933333333,2.233333333,D,D,L,W,D,W,-0.366666667,1.2,-0.1,13
Liverpool,Man United,22-03-2015,1,2,NH,2015,D,1.8,1.866666667,W,W,W,W,W,W,0.433333333,0.8,0.1,-5
QPR,Everton,22-03-2015,1,2,NH,2015,H,0.733333333,1.033333333,L,L,L,W,L,L,-0.733333333,-0.166666667,-0.033333333,13
Arsenal,Liverpool,04-04-2015,4,1,H,2015,H,1.9,1.8,W,W,W,W,W,W,0.866666667,0.433333333,0,2
Chelsea,Stoke,04-04-2015,2,1,H,2015,H,2.258064516,1.35483871,W,W,D,L,L,W,1.193548387,-0.096774194,0.064516129,-6
Everton,Southampton,04-04-2015,1,0,H,2015,A,1.096774194,1.709677419,W,W,L,W,D,W,-0.129032258,0.677419355,0,-3
Leicester,West Ham,04-04-2015,2,1,H,2015,A,0.709677419,1.35483871,W,L,D,W,L,L,-0.64516129,0.096774194,0.032258065,5
Man United,Aston Villa,04-04-2015,3,1,H,2015,A,1.903225806,0.903225806,W,W,W,L,W,W,0.806451613,-0.64516129,0.193548387,-8
Swansea,Hull,04-04-2015,3,1,H,2015,H,1.387096774,0.903225806,W,L,L,L,D,D,-0.129032258,-0.387096774,0.129032258,-4
West Brom,QPR,04-04-2015,1,4,NH,2015,A,1.064516129,0.709677419,L,W,L,L,L,L,-0.387096774,-0.741935484,0.225806452,-1
Burnley,Tottenham,05-04-2015,0,0,NH,2015,H,0.806451613,1.709677419,L,W,L,W,L,W,-0.741935484,0.161290323,-0.193548387,12
Sunderland,Newcastle,05-04-2015,1,0,H,2015,D,0.838709677,1.129032258,L,L,D,L,L,L,-0.677419355,-0.483870968,-0.032258065,4
Crystal Palace,Man City,06-04-2015,2,1,H,2015,A,1.161290323,1.967741935,W,W,L,W,L,W,-0.161290323,1.096774194,0,10
Aston Villa,QPR,07-04-2015,3,3,NH,2015,H,0.903225806,0.709677419,L,W,W,L,L,L,-0.64516129,-0.741935484,0.193548387,-3
Burnley,Arsenal,11-04-2015,0,1,NH,2015,A,0.8125,1.96875,D,L,W,W,W,W,-0.71875,0.9375,-0.34375,14
Southampton,Hull,11-04-2015,2,0,H,2015,H,1.65625,0.875,L,W,D,L,L,D,0.625,-0.4375,0.15625,-8
Sunderland,Crystal Palace,11-04-2015,1,4,NH,2015,D,0.90625,1.21875,W,L,L,W,W,W,-0.625,-0.125,-0.25,3
Swansea,Everton,11-04-2015,1,1,NH,2015,D,1.4375,1.15625,W,W,L,W,W,W,-0.0625,-0.09375,0,7
Tottenham,Aston Villa,11-04-2015,0,1,NH,2015,H,1.6875,0.875,D,W,L,L,L,W,0.15625,-0.6875,0.125,-9
West Brom,Leicester,11-04-2015,2,3,NH,2015,H,1.03125,0.78125,L,L,W,W,W,L,-0.46875,-0.59375,-0.03125,-1
West Ham,Stoke,11-04-2015,1,1,NH,2015,A,1.3125,1.3125,L,W,L,L,L,L,0.0625,-0.125,-0.09375,4
Man United,Man City,12-04-2015,4,2,H,2015,H,1.9375,1.90625,W,W,W,L,W,L,0.84375,1.03125,0.28125,6
QPR,Chelsea,12-04-2015,0,1,NH,2015,A,0.78125,2.28125,W,L,L,W,W,W,-0.625,1.1875,-0.3125,15
Liverpool,Newcastle,13-04-2015,2,0,H,2015,A,1.6875,1.09375,L,L,W,L,L,L,0.28125,-0.5,0.1875,-8
Chelsea,Man United,18-04-2015,1,0,H,2015,H,2.303030303,1.96969697,W,W,W,W,W,W,1.181818182,0.878787879,-0.060606061,-4
Crystal Palace,West Brom,18-04-2015,0,2,NH,2015,H,1.272727273,1,W,W,W,L,L,L,-0.03030303,-0.484848485,0.272727273,-6
Everton,Burnley,18-04-2015,1,0,H,2015,H,1.151515152,0.787878788,D,W,W,L,D,L,-0.090909091,-0.727272727,0.181818182,-13
Leicester,Swansea,18-04-2015,2,0,H,2015,A,0.848484848,1.424242424,W,W,W,D,W,W,-0.515151515,-0.060606061,0.090909091,6
Stoke,Southampton,18-04-2015,2,1,H,2015,H,1.303030303,1.696969697,D,L,L,W,L,W,-0.121212121,0.666666667,-0.181818182,1
Man City,West Ham,19-04-2015,2,0,H,2015,A,1.848484848,1.303030303,L,L,W,D,L,W,0.939393939,0.060606061,0.060606061,-12
Newcastle,Tottenham,19-04-2015,1,3,NH,2015,H,1.060606061,1.636363636,L,L,L,L,D,W,-0.545454545,0.121212121,-0.212121212,4
Burnley,Leicester,25-04-2015,0,1,NH,2015,H,0.787878788,0.848484848,L,D,L,W,W,W,-0.727272727,-0.515151515,-0.181818182,0
Crystal Palace,Hull,25-04-2015,0,2,NH,2015,H,1.272727273,0.848484848,W,W,W,L,L,L,-0.03030303,-0.484848485,0.303030303,-5
Man City,Aston Villa,25-04-2015,3,2,H,2015,A,1.848484848,0.878787879,L,L,W,D,L,L,0.939393939,-0.666666667,-0.03030303,-14
Newcastle,Swansea,25-04-2015,2,3,NH,2015,A,1.029411765,1.382352941,L,L,L,L,D,W,-0.588235294,-0.117647059,-0.205882353,-2
QPR,West Ham,25-04-2015,0,0,NH,2015,H,0.764705882,1.264705882,L,D,W,L,D,L,-0.617647059,0,0,5
Southampton,Tottenham,25-04-2015,2,2,NH,2015,D,1.647058824,1.676470588,L,W,L,W,L,D,0.617647059,0.176470588,0,2
Stoke,Sunderland,25-04-2015,1,1,NH,2015,A,1.352941176,0.882352941,W,D,L,D,L,W,-0.088235294,-0.676470588,0,-5
West Brom,Liverpool,25-04-2015,0,0,NH,2015,H,1.058823529,1.705882353,W,L,L,D,W,L,-0.411764706,0.323529412,-0.029411765,15
Arsenal,Chelsea,26-04-2015,0,0,NH,2015,D,1.970588235,2.264705882,D,W,W,D,W,W,0.911764706,1.147058824,0,1
Everton,Man United,26-04-2015,3,0,H,2015,H,1.205882353,1.911764706,W,D,W,L,W,W,-0.058823529,0.823529412,0.029411765,-2
Hull,Liverpool,28-04-2015,1,0,H,2015,A,0.911764706,1.705882353,W,L,L,D,W,L,-0.411764706,0.323529412,-0.088235294,14
Leicester,Chelsea,29-04-2015,1,3,NH,2015,H,0.911764706,2.264705882,W,W,W,D,W,W,-0.470588235,1.147058824,-0.029411765,15
Aston Villa,Everton,02-05-2015,3,2,H,2015,A,0.941176471,1.205882353,W,D,L,W,D,W,-0.617647059,-0.058823529,-0.176470588,10
Leicester,Newcastle,02-05-2015,3,0,H,2015,D,0.885714286,1,L,W,W,L,L,L,-0.514285714,-0.6,0.342857143,8
Liverpool,QPR,02-05-2015,2,1,H,2015,D,1.657142857,0.771428571,L,D,W,D,L,D,0.285714286,-0.6,-0.028571429,-16
Man United,West Brom,02-05-2015,0,1,NH,2015,A,1.857142857,1.057142857,L,L,W,D,W,L,0.714285714,-0.4,0.142857143,-10
Sunderland,Southampton,02-05-2015,2,1,H,2015,H,0.942857143,1.628571429,W,D,L,D,L,W,-0.628571429,0.6,0,6
Swansea,Stoke,02-05-2015,2,0,H,2015,A,1.428571429,1.342857143,W,L,D,D,W,D,-0.085714286,-0.085714286,0.142857143,3
West Ham,Burnley,02-05-2015,1,0,H,2015,A,1.257142857,0.742857143,D,L,D,L,L,L,0,-0.742857143,0.114285714,-5
Chelsea,Crystal Palace,03-05-2015,1,0,H,2015,H,2.285714286,1.2,W,D,W,L,L,W,1.171428571,-0.142857143,0.114285714,-8
Tottenham,Man City,03-05-2015,0,1,NH,2015,H,1.657142857,1.914285714,D,W,L,W,W,L,0.171428571,0.971428571,-0.028571429,5
Hull,Arsenal,04-05-2015,1,3,NH,2015,H,0.971428571,2,W,W,L,W,D,W,-0.371428571,0.942857143,-0.2,12
Aston Villa,West Ham,09-05-2015,1,0,H,2015,A,0.914285714,1.257142857,L,W,D,D,L,D,-0.628571429,0,-0.028571429,2
Crystal Palace,Man United,09-05-2015,1,2,NH,2015,H,1.166666667,1.805555556,L,L,L,L,L,L,-0.166666667,0.666666667,0,4
Everton,Sunderland,09-05-2015,0,2,NH,2015,A,1.222222222,1,L,W,W,W,W,D,0,-0.555555556,0,-9
Hull,Burnley,09-05-2015,0,1,NH,2015,D,0.944444444,0.722222222,L,W,W,L,L,L,-0.416666667,-0.75,0.138888889,-2
Leicester,Southampton,09-05-2015,2,0,H,2015,H,0.944444444,1.583333333,W,L,W,L,D,L,-0.416666667,0.555555556,0.222222222,10
Newcastle,West Brom,09-05-2015,1,1,NH,2015,A,0.972222222,1.111111111,L,L,L,W,D,W,-0.666666667,-0.361111111,-0.194444444,-7
Stoke,Tottenham,09-05-2015,3,0,H,2015,D,1.305555556,1.611111111,L,D,W,L,D,W,-0.138888889,0.138888889,0,3
Chelsea,Liverpool,10-05-2015,1,1,NH,2015,H,2.305555556,1.694444444,W,W,D,W,L,D,1.166666667,0.305555556,0.166666667,1
Man City,QPR,10-05-2015,6,0,H,2015,H,1.944444444,0.75,W,W,W,L,D,L,0.972222222,-0.611111111,0.111111111,-17
Arsenal,Swansea,11-05-2015,0,1,NH,2015,D,1.944444444,1.472222222,L,W,D,W,W,L,0.888888889,-0.027777778,0,-8
Burnley,Stoke,16-05-2015,0,0,NH,2015,H,0.722222222,1.305555556,L,L,L,L,D,W,-0.75,-0.138888889,-0.111111111,9
Liverpool,Crystal Palace,16-05-2015,1,3,NH,2015,H,1.675675676,1.135135135,D,W,L,L,L,L,0.297297297,-0.189189189,0.135135135,-9
QPR,Newcastle,16-05-2015,2,1,H,2015,H,0.72972973,0.972972973,L,L,D,D,L,L,-0.756756757,-0.648648649,0.027027027,8
Southampton,Aston Villa,16-05-2015,6,1,H,2015,A,1.540540541,1.027027027,L,L,D,W,W,L,0.486486486,-0.540540541,-0.162162162,-7
Sunderland,Leicester,16-05-2015,0,0,NH,2015,H,1,1,D,W,W,W,W,L,-0.540540541,-0.351351351,-0.108108108,-4
Tottenham,Hull,16-05-2015,2,0,H,2015,H,1.567567568,0.918918919,L,L,D,L,L,W,0.054054054,-0.432432432,-0.054054054,-10
West Ham,Everton,16-05-2015,1,2,NH,2015,H,1.27027027,1.189189189,L,W,D,L,L,W,0,-0.054054054,-0.054054054,8
Man United,Arsenal,17-05-2015,1,1,NH,2015,D,1.837837838,1.918918919,W,L,L,D,L,W,0.675675676,0.864864865,-0.054054054,3
Swansea,Man City,17-05-2015,2,4,NH,2015,H,1.513513514,1.972972973,W,W,W,W,W,W,0,1.108108108,-0.054054054,11
West Brom,Chelsea,18-05-2015,3,0,H,2015,H,1.108108108,2.27027027,D,W,D,D,W,W,-0.351351351,1.135135135,-0.081081081,14
Arsenal,Sunderland,20-05-2015,0,0,NH,2015,D,1.918918919,1,D,L,W,D,W,W,0.864864865,-0.540540541,0,-10
Arsenal,West Brom,24-05-2015,4,1,H,2015,A,1.894736842,1.157894737,D,D,L,W,D,W,0.842105263,-0.263157895,-0.131578947,-13
Aston Villa,Burnley,24-05-2015,0,1,NH,2015,D,1,0.789473684,L,W,W,D,W,L,-0.657894737,-0.684210526,0.131578947,-3
Chelsea,Sunderland,24-05-2015,3,1,H,2015,D,2.210526316,1,L,D,W,D,D,W,1.026315789,-0.526315789,-0.026315789,-11
Crystal Palace,Swansea,24-05-2015,1,0,H,2015,D,1.184210526,1.473684211,W,L,L,L,W,W,-0.131578947,-0.052631579,-0.157894737,-1
Everton,Tottenham,24-05-2015,0,1,NH,2015,H,1.236842105,1.605263158,W,L,L,W,L,L,-0.026315789,0.105263158,0.052631579,-1
Hull,Man United,24-05-2015,0,0,NH,2015,A,0.894736842,1.815789474,L,L,L,D,W,L,-0.473684211,0.657894737,0.052631579,9
Leicester,QPR,24-05-2015,5,1,H,2015,H,1,0.789473684,D,W,W,W,L,L,-0.342105263,-0.710526316,0.157894737,0
Man City,Southampton,24-05-2015,2,0,H,2015,H,2,1.578947368,W,W,W,W,L,L,1.131578947,0.605263158,0.289473684,-7
Newcastle,West Ham,24-05-2015,2,0,H,2015,H,0.947368421,1.236842105,L,D,L,L,L,W,-0.657894737,-0.026315789,-0.078947368,-3
Stoke,Liverpool,24-05-2015,6,1,H,2015,H,1.342105263,1.631578947,D,W,L,L,D,W,-0.052631579,0.236842105,0.078947368,7
Bournemouth,Aston Villa,08-08-2015,0,1,NH,2015,H,0,0,W,W,W,W,W,W,0,0,0,1
Chelsea,Swansea,08-08-2015,2,2,NH,2015,H,0,0,W,W,W,W,W,W,0,0,0,-7
Everton,Watford,08-08-2015,2,2,NH,2015,A,0,0,W,W,W,W,W,W,0,0,0,-7
Leicester,Sunderland,08-08-2015,4,2,H,2015,D,0,0,W,W,W,W,W,W,0,0,0,-2
Man United,Tottenham,08-08-2015,1,0,H,2015,H,0,0,W,W,W,W,W,W,0,0,0,-1
Norwich,Crystal Palace,08-08-2015,1,3,NH,2015,D,0,0,W,W,W,W,W,W,0,0,0,8
Arsenal,West Ham,09-08-2015,0,2,NH,2015,H,0,0,W,W,W,W,W,W,0,0,0,-9
Newcastle,Southampton,09-08-2015,2,2,NH,2015,H,0,0,W,W,W,W,W,W,0,0,0,8
Stoke,Liverpool,09-08-2015,0,1,NH,2015,H,0,0,W,W,W,W,W,W,0,0,0,3
West Brom,Man City,10-08-2015,0,3,NH,2015,H,0,0,W,W,W,W,W,W,0,0,0,11
Aston Villa,Man United,14-08-2015,0,1,NH,2015,H,1.5,1.5,W,W,W,W,W,W,0.5,0.5,0,13
Southampton,Everton,15-08-2015,0,3,NH,2015,H,0.5,0.5,D,W,W,D,W,W,0,0,0,-4
Sunderland,Norwich,15-08-2015,1,3,NH,2015,D,0,0,L,W,W,L,W,W,-1,-1,0,-2
Swansea,Newcastle,15-08-2015,2,0,H,2015,D,0.5,0.5,D,W,W,D,W,W,0,0,0,-7
Tottenham,Stoke,15-08-2015,2,2,NH,2015,H,0,0,L,W,W,L,W,W,-0.5,-0.5,0,-4
Watford,West Brom,15-08-2015,0,0,NH,2015,H,0.5,0,D,W,W,L,W,W,0,-1.5,0.5,5
West Ham,Leicester,15-08-2015,1,2,NH,2015,H,1.5,1.5,W,W,W,W,W,W,1,1,0,-2
Crystal Palace,Arsenal,16-08-2015,1,2,NH,2015,A,1.5,0,W,W,W,L,W,W,1,-1,1.5,7
Man City,Chelsea,16-08-2015,3,0,H,2015,A,1.5,0.5,W,W,W,D,W,W,1.5,0,1,1
Liverpool,Bournemouth,17-08-2015,1,0,H,2015,H,1.5,0,W,W,W,L,W,W,0.5,-0.5,1.5,-12
Crystal Palace,Aston Villa,22-08-2015,2,1,H,2015,D,1,1,L,W,W,L,W,W,0.333333333,0,0,-7
Leicester,Tottenham,22-08-2015,1,1,NH,2015,D,2,0.333333333,W,W,W,D,L,W,1,-0.333333333,1.666666667,9
Man United,Newcastle,22-08-2015,0,0,NH,2015,H,2,0.333333333,W,W,W,L,D,W,0.666666667,-0.666666667,1.666666667,-11
Norwich,Stoke,22-08-2015,1,1,NH,2015,A,1,0.333333333,W,L,W,D,L,W,0,-0.333333333,0.666666667,9
Sunderland,Swansea,22-08-2015,1,1,NH,2015,A,0,1.333333333,L,L,W,W,D,W,-1.333333333,0.666666667,-1.333333333,8
West Ham,Bournemouth,22-08-2015,3,4,NH,2015,H,1,0,L,W,W,L,L,W,0.333333333,-0.666666667,1,-6
Everton,Man City,23-08-2015,0,2,NH,2015,D,1.333333333,2,W,D,W,W,W,W,1,2,-0.666666667,9
Watford,Southampton,23-08-2015,0,0,NH,2015,D,0.666666667,0.333333333,D,D,W,L,D,W,0,-1,0.333333333,11
West Brom,Chelsea,23-08-2015,2,3,NH,2015,D,0.333333333,0.333333333,D,L,W,L,D,W,-1,-1,0,12
Arsenal,Liverpool,24-08-2015,0,0,NH,2015,A,1,2,W,L,W,W,W,W,-0.333333333,0.666666667,-1,-3
Aston Villa,Sunderland,29-08-2015,2,2,NH,2015,H,0.75,0.25,L,L,W,D,L,L,-0.25,-1,0.5,1
Bournemouth,Leicester,29-08-2015,1,1,NH,2015,D,0.75,1.75,W,L,L,D,W,W,-0.25,0.75,-1,4
Chelsea,Crystal Palace,29-08-2015,1,2,NH,2015,H,1,1.5,W,L,D,W,L,W,-0.5,0.5,-0.5,-9
Liverpool,West Ham,29-08-2015,0,3,NH,2015,D,1.75,0.75,D,W,W,L,L,W,0.5,0,1,-6
Man City,Watford,29-08-2015,2,0,H,2015,D,2.25,0.75,W,W,W,D,D,D,2,0,1.5,-16
Newcastle,Arsenal,29-08-2015,0,1,NH,2015,A,0.5,1,D,L,D,D,W,L,-0.5,-0.25,-0.5,12
Stoke,West Brom,29-08-2015,0,1,NH,2015,D,0.5,0.25,D,D,L,L,D,L,-0.25,-1,0.25,-4
Tottenham,Everton,29-08-2015,0,0,NH,2015,H,0.5,1,D,D,L,L,W,D,-0.25,0.25,-0.5,-6
Southampton,Norwich,30-08-2015,3,0,H,2015,H,0.5,1,D,L,D,D,W,L,-0.75,0,-0.5,-11
Swansea,Man United,30-08-2015,2,1,H,2015,D,1.25,1.75,D,W,D,D,W,W,0.5,0.5,-0.5,4
Arsenal,Stoke,12-09-2015,2,0,H,2015,D,1.4,0.4,W,D,W,L,D,D,0,-0.4,1,-6
Crystal Palace,Man City,12-09-2015,0,1,NH,2015,A,1.8,2.4,W,W,L,W,W,W,0.6,2,-0.6,8
Everton,Chelsea,12-09-2015,3,1,H,2015,H,1,0.8,D,L,W,L,W,L,0.2,-0.6,0.2,10
Man United,Liverpool,12-09-2015,3,1,H,2015,H,1.4,1.4,L,D,W,L,D,W,0.2,-0.2,0,-2
Norwich,Bournemouth,12-09-2015,3,1,H,2015,H,0.8,0.8,L,D,W,D,W,L,-0.6,-0.2,0,0
Watford,Swansea,12-09-2015,1,0,H,2015,A,0.6,1.6,L,D,D,W,D,W,-0.4,0.6,-1,10
West Brom,Southampton,12-09-2015,0,0,NH,2015,D,0.8,1,W,L,D,W,D,L,-0.6,0,-0.2,6
Leicester,Aston Villa,13-09-2015,3,2,H,2015,D,1.6,0.8,D,D,W,D,L,L,0.6,-0.2,0.8,-3
Sunderland,Tottenham,13-09-2015,0,1,NH,2015,H,0.4,0.6,D,D,L,D,D,D,-0.8,-0.2,-0.2,11
West Ham,Newcastle,14-09-2015,2,0,H,2015,H,1.2,0.4,W,L,L,L,D,L,0.6,-0.6,0.8,-3
Aston Villa,West Brom,19-09-2015,0,1,NH,2015,H,0.666666667,0.833333333,L,D,L,D,W,L,-0.333333333,-0.5,-0.166666667,4
Bournemouth,Sunderland,19-09-2015,2,0,H,2015,H,0.666666667,0.333333333,L,D,W,L,D,D,-0.5,-0.833333333,0.333333333,2
Chelsea,Arsenal,19-09-2015,2,0,H,2015,A,0.666666667,1.666666667,L,L,W,W,W,D,-0.833333333,0.333333333,-1,-2
Man City,West Ham,19-09-2015,1,2,NH,2015,A,2.5,1.5,W,W,W,W,W,L,1.833333333,0.833333333,1,-10
Newcastle,Watford,19-09-2015,1,2,NH,2015,H,0.333333333,1,L,L,D,W,L,D,-0.833333333,-0.166666667,-0.666666667,-3
Stoke,Leicester,19-09-2015,2,2,NH,2015,H,0.333333333,1.833333333,L,L,D,W,D,D,-0.666666667,0.666666667,-1.5,-5
Swansea,Everton,19-09-2015,0,0,NH,2015,A,1.333333333,1.333333333,L,W,D,W,D,L,0.333333333,0.5,0,-3
Liverpool,Norwich,20-09-2015,1,1,NH,2015,D,1.166666667,1.166666667,L,L,D,W,L,D,-0.5,-0.166666667,0,-12
Southampton,Man United,20-09-2015,2,3,NH,2015,D,1,1.666666667,D,W,D,W,L,D,0,0.5,-0.666666667,3
Tottenham,Crystal Palace,20-09-2015,1,0,H,2015,A,1,1.5,W,D,D,L,W,W,0,0.333333333,-0.5,-5
Leicester,Arsenal,26-09-2015,2,5,NH,2015,A,1.714285714,1.428571429,D,W,D,L,W,W,0.571428571,0,-0.142857143,11
Liverpool,Aston Villa,26-09-2015,3,2,H,2015,D,1.142857143,0.571428571,D,L,L,L,L,D,-0.428571429,-0.428571429,0.571428571,-11
Man United,Sunderland,26-09-2015,3,0,H,2015,D,1.857142857,0.285714286,W,W,L,L,L,D,0.571428571,-1,1.142857143,-12
Newcastle,Chelsea,26-09-2015,2,2,NH,2015,D,0.285714286,1,L,L,L,W,L,L,-0.857142857,-0.428571429,-0.714285714,14
Southampton,Swansea,26-09-2015,3,1,H,2015,D,0.857142857,1.285714286,L,D,W,D,L,W,-0.142857143,0.285714286,-0.428571429,-1
Stoke,Bournemouth,26-09-2015,2,1,H,2015,D,0.428571429,1,D,L,L,W,L,D,-0.571428571,-0.142857143,-0.571428571,-9
Tottenham,Man City,26-09-2015,4,1,H,2015,A,1.285714286,2.142857143,W,W,D,L,W,W,0.142857143,1.428571429,-0.428571429,3
West Ham,Norwich,26-09-2015,2,2,NH,2015,D,1.714285714,1.142857143,W,W,W,D,W,L,0.857142857,-0.142857143,0.142857143,-6
Watford,Crystal Palace,27-09-2015,0,1,NH,2015,D,1.285714286,1.285714286,W,W,L,L,L,W,0,0.142857143,0.285714286,8
West Brom,Everton,28-09-2015,2,3,NH,2015,H,1.142857143,1.285714286,W,D,W,D,W,D,-0.285714286,0.428571429,0,2
Aston Villa,Stoke,03-10-2015,0,1,NH,2015,D,0.5,0.75,L,L,L,W,D,L,-0.5,-0.375,-0.5,8
Bournemouth,Watford,03-10-2015,1,1,NH,2015,A,0.875,1.125,L,W,L,L,W,W,-0.25,-0.125,0,0
Chelsea,Southampton,03-10-2015,1,3,NH,2015,H,1,1.125,D,W,L,W,L,D,-0.375,0.125,-0.125,-6
Crystal Palace,West Brom,03-10-2015,2,0,H,2015,A,1.5,1,W,L,L,L,W,D,0.25,-0.375,0.25,-3
Man City,Newcastle,03-10-2015,6,1,H,2015,A,1.875,0.375,L,L,W,D,L,L,0.875,-0.75,0.875,-13
Norwich,Leicester,03-10-2015,1,2,NH,2015,D,1.125,1.5,D,D,W,L,D,W,-0.125,0.125,0,4
